"","logFC","AveExpr","t","P.Value","adj.P.Val","B","GeneSymbol","significant","direction"
"11729921_a_at",0.0806153061224489,4.02446785714286,1.87965752378462,0.0616341694801488,0.0876083667380449,-6.00399892620998,"BRMS1L","Not Significant","NS"
"11750076_a_at",-0.0719071428571426,2.07266785714286,-1.87959062999712,0.0616433430779951,0.0876178970983181,-6.00412284489503,"CSF2RA","Not Significant","NS"
"11759267_at",0.0835214285714284,2.11811581632653,1.87958275896633,0.0616444225606075,0.0876178970983181,-6.00413742545788,"TBC1D22A","Not Significant","NS"
"11760041_at",0.0590081632653059,2.20636632653061,1.87956631912162,0.0616466772750567,0.0876185801337079,-6.00416787899064,"AP2M1","Not Significant","NS"
"11736949_at",-0.0493602040816325,2.32108724489796,-1.87945312268874,0.0616622039627856,0.0876358099865366,-6.00437755959648,"MSR1","Not Significant","NS"
"11728882_a_at",-0.0549418367346938,2.30991275510204,-1.87945206637351,0.061662348868549,0.0876358099865366,-6.00437951621578,"CTNS","Not Significant","NS"
"11764079_at",-0.0538479591836732,2.55683520408163,-1.87932199279997,0.0616801945865898,0.0876586500677215,-6.00462044419893,"CTNS","Not Significant","NS"
"11730079_x_at",0.0667448979591837,2.7888612244898,1.87925171566526,0.0616898381985785,0.0876698325019423,-6.00475060790003,"RAB37","Not Significant","NS"
"11739395_a_at",-0.129566326530613,8.51465357142857,-1.87918556581234,0.0616989166031474,0.0876767937837246,-6.00487312297176,"HSDL1","Not Significant","NS"
"11723309_at",0.0623091836734693,2.55139642857143,1.87918420059851,0.0616991039768035,0.0876767937837246,-6.00487565141839,"FOS","Not Significant","NS"
"11727651_at",0.050177551020408,2.26726326530612,1.87917721613566,0.0617000625918189,0.0876767937837246,-6.00488858697709,"DTNB","Not Significant","NS"
"11747160_a_at",-0.0606959183673469,2.75866734693878,-1.87913487419257,0.0617058742742247,0.0876825293312289,-6.00496700528465,"MOG","Not Significant","NS"
"11763071_at",-0.0541806122448978,2.37883928571429,-1.8789180323034,0.0617356442645138,0.0877223077352768,-6.00536857501673,"SH2B1","Not Significant","NS"
"11731895_x_at",-0.181453061224489,5.32610306122449,-1.87887566670552,0.0617414619906129,0.0877280502306992,-6.0054470266937,"ANTXR2","Not Significant","NS"
"11737888_a_at",-0.0405979591836734,2.21933163265306,-1.87882630334912,0.0617482412392707,0.0877351585776691,-6.00553843451257,"KAZ","Not Significant","NS"
"11732882_a_at",-0.0454316326530612,2.174725,-1.87848430950593,0.0617952255453808,0.0877993903387374,-6.00617165260887,"AP4B1","Not Significant","NS"
"11763014_x_at",-0.067316326530612,2.75982551020408,-1.87846946724096,0.0617972653023605,0.0877997624920131,-6.00619913126067,"MED29","Not Significant","NS"
"11763149_a_at",-0.0445979591836732,2.08898367346939,-1.87840134978173,0.0618066273338996,0.087810537599953,-6.00632523978084,"SMTN","Not Significant","NS"
"11736166_s_at",0.118288775510204,8.50527091836735,1.87824289307666,0.0618284101251615,0.087838958127876,-6.00661857981792,"SERPINF2","Not Significant","NS"
"11760845_x_at",-0.0502806122448978,2.45922704081633,-1.87815198967983,0.0618409093603241,0.087854188351666,-6.00678685226993,"APOL3","Not Significant","NS"
"11760280_a_at",-0.0672897959183673,2.80878673469388,-1.87799768833731,0.0618621306499078,0.0878818083153937,-6.00707246349166,"TBP","Not Significant","NS"
"11759532_at",0.091719387755102,2.84504540816327,1.87776265089248,0.0618944673643979,0.0879252168922237,-6.00750747344145,"RHOJ","Not Significant","NS"
"11744776_a_at",0.281170408163264,7.77963724489796,1.87767882061468,0.0619060042375625,0.087939076260607,-6.00766261475599,"ABLIM2","Not Significant","NS"
"11762541_at",-0.0415653061224488,1.95898979591837,-1.87756463502943,0.0619217215473584,0.0879588730790071,-6.0078739226649,"GALK1","Not Significant","NS"
"11752078_x_at",-0.0607683673469383,3.10429846938776,-1.87751941362571,0.0619279470603229,0.0879651861919325,-6.0079576044092,"DHFR","Not Significant","NS"
"11737513_a_at",0.0466887755102038,2.29603418367347,1.87702147845341,0.0619965310199245,0.0880600730809051,-6.00887889976731,"VTCN1","Not Significant","NS"
"11763928_at",0.0471306122448978,2.09559795918367,1.87673777850345,0.0620356352356776,0.0881130825927287,-6.00940370493817,"VTCN1","Not Significant","NS"
"11735732_a_at",-0.107873469387755,5.38108673469388,-1.87666952593833,0.0620450460005474,0.0881239148078294,-6.00952995120341,"MTMR14","Not Significant","NS"
"11746520_a_at",0.0470469387755101,2.42409897959184,1.87628368081188,0.0620982692861991,0.088195998440708,-6.01024356278148,"GBGT1","Not Significant","NS"
"11750470_x_at",-0.0672561224489795,3.55485255102041,-1.87627570888584,0.062099369330959,0.088195998440708,-6.01025830518049,"MKRN2","Not Significant","NS"
"11751477_a_at",0.041162244897959,2.30962091836735,1.87602629886684,0.0621337935846793,0.0882414720599541,-6.01071950598581,"MKRN2","Not Significant","NS"
"11761024_a_at",-0.0536285714285713,2.59768367346939,-1.87601784173132,0.0621349611405035,0.0882414720599541,-6.01073514360587,"OXCT1","Not Significant","NS"
"11762151_a_at",-0.0475897959183672,1.97517448979592,-1.87593833488868,0.0621459384081871,0.0882545236435107,-6.01088215197198,"LAMP1","Not Significant","NS"
"11738091_a_at",-0.0995663265306114,4.71486989795918,-1.87589604335939,0.0621517781295797,0.0882602787677897,-6.01096034667447,"LAMP2","Not Significant","NS"
"11748298_a_at",-0.107572448979591,5.23611887755102,-1.87579509584264,0.0621657190674391,0.0882775375773347,-6.0111469861843,"MKNK2","Not Significant","NS"
"11729120_x_at",0.168313265306123,9.83001173469388,1.87572083791495,0.0621759758144535,0.088289563862463,-6.01128427374943,"CNOT1","Not Significant","NS"
"11737093_at",-0.0528183673469387,2.20817857142857,-1.87513721675281,0.0622566365975377,0.0883993930474447,-6.01236308613842,"PGAP2","Not Significant","NS"
"11723086_a_at",-0.0526112244897955,2.91863928571429,-1.87513530810291,0.062256900530174,0.0883993930474447,-6.01236661370933,"PGAP2","Not Significant","NS"
"11722466_s_at",0.141467346938775,2.3187306122449,1.87500360770569,0.062275114626434,0.088422713212037,-6.01261001430552,"PEX1","Not Significant","NS"
"11730007_a_at",0.0751408163265306,3.65698979591837,1.87498044445191,0.0622783185516346,0.0884247201216406,-6.01265282150483,"APH1A","Not Significant","NS"
"11762674_at",-0.0443071428571425,2.11625357142857,-1.87485693287491,0.0622954049071015,0.0884464370613533,-6.01288107031758,"FEZ1","Not Significant","NS"
"11736173_at",0.0946938775510203,6.15776530612245,1.87458095204941,0.0623335976875544,0.0884960547678273,-6.01339102916131,"TTC38","Not Significant","NS"
"11744687_x_at",-0.0857306122448977,4.87693673469388,-1.87457850834876,0.0623339359566201,0.0884960547678273,-6.01339554432093,"ACADS","Not Significant","NS"
"11761649_x_at",0.0418244897959182,2.05090714285714,1.87449583152839,0.0623453813904457,0.0885097595466281,-6.01354830069989,"BCL2L13","Not Significant","NS"
"11726460_at",-0.0572326530612244,2.59013673469388,-1.87429374511387,0.0623733647637113,0.0885469412504498,-6.01392165476122,"VIPR1","Not Significant","NS"
"11749766_a_at",-0.0577581632653059,2.22052806122449,-1.87397360168969,0.0624177171926993,0.0886069294412887,-6.01451303930694,"ORAI3","Not Significant","NS"
"11717630_s_at",-0.0951122448979591,7.30898775510204,-1.87396283400347,0.0624192093966394,0.0886069294412887,-6.01453292820776,"SYAP1","Not Significant","NS"
"11734949_s_at",-0.0509714285714284,2.12539387755102,-1.87392474194207,0.0624244884967677,0.0886118763157532,-6.0146032868426,"SYAP1","Not Significant","NS"
"11731393_s_at",-0.0389479591836733,2.29304948979592,-1.8739092181398,0.0624266400151921,0.0886123834154482,-6.01463195996817,"HLF","Not Significant","NS"
"11749096_a_at",-0.0757469387755097,5.63847040816327,-1.87380807542438,0.0624406593837598,0.0886297359907557,-6.01481876927077,"RGS11","Not Significant","NS"
"11729694_s_at",0.0857846938775508,2.38917295918367,1.87366296833476,0.0624607772268059,0.088655743637496,-6.01508676321964,"CA14","Not Significant","NS"
"11743616_a_at",-0.076109183673469,7.06158214285714,-1.87358679379812,0.0624713403296054,0.0886681883465409,-6.01522743968056,"DCK","Not Significant","NS"
"11742736_at",-0.113483673469387,5.94637959183673,-1.87349800209016,0.0624836549312768,0.0886831182445119,-6.01539141012561,"BCAT1","Not Significant","NS"
"11747150_x_at",0.0458530612244899,2.37840408163265,1.87339730478557,0.0624976231789275,0.0887003942384261,-6.01557735740149,"FMOD","Not Significant","NS"
"11745583_a_at",-0.0557448979591837,2.23336632653061,-1.87337162748394,0.0625011854275573,0.0887029008427307,-6.01562477147014,"FMOD","Not Significant","NS"
"11754736_a_at",-0.0486928571428569,2.2216362244898,-1.87311723112897,0.0625364873400141,0.0887504515582039,-6.01609448968482,"SCAMP1","Not Significant","NS"
"11743203_at",-0.0569673469387753,2.42350408163265,-1.87303003194916,0.0625485915639299,0.0887650788211563,-6.01625548035522,"ATAD1","Not Significant","NS"
"11742618_at",0.0430908163265305,2.291425,1.87271360881713,0.062592531040401,0.0888248825597323,-6.016839612872,"SAPS3","Not Significant","NS"
"11729476_x_at",-0.0562234693877546,3.03209948979592,-1.87238429766215,0.0626382874981252,0.0888872612603417,-6.01744743618617,"KIF6","Not Significant","NS"
"11756313_x_at",-0.328944897959183,6.54969183673469,-1.87235835778232,0.0626418929237787,0.0888898234041242,-6.01749531012055,"PCNP","Not Significant","NS"
"11716780_s_at",-0.226696938775509,10.0146698979592,-1.87229750950638,0.0626503510021774,0.0888992711927805,-6.01760760752698,"GORASP1","Not Significant","NS"
"11740139_s_at",-0.0489479591836734,2.49265867346939,-1.87223439147174,0.0626591255887941,0.0889091675428297,-6.01772409012355,"GORASP1","Not Significant","NS"
"11729176_at",-0.128167346938775,2.26041836734694,-1.87219439931223,0.0626646857764416,0.0889145024350785,-6.01779789259282,"CYR61","Not Significant","NS"
"11743443_x_at",0.0950989795918365,3.13411785714286,1.87196585435005,0.0626964687150905,0.0889570432373793,-6.01821962564116,"AQP9","Not Significant","NS"
"11762104_at",-0.0491897959183672,2.20095510204082,-1.87182819081725,0.0627156195761507,0.0889816590550385,-6.01847363159949,"TRIM63","Not Significant","NS"
"11750106_x_at",-0.0655867346938774,2.64620459183673,-1.87180597078248,0.0627187111405869,0.0889834889939103,-6.01851462857617,"SYT11","Not Significant","NS"
"11731426_s_at",0.114521428571428,2.76356785714286,1.87162375203968,0.0627440687711447,0.0890169083691971,-6.01885081274449,"MLC1","Not Significant","NS"
"11744561_a_at",0.0495173469387754,2.24891275510204,1.87153641530005,0.0627562256134006,0.0890315980047514,-6.01901193332219,"EIF2S1","Not Significant","NS"
"11753574_at",-0.0403142857142854,2.32267142857143,-1.87145572026878,0.0627674597069009,0.0890449777400037,-6.01916079469406,"SFTPB","Not Significant","NS"
"11722480_a_at",0.206648979591836,4.20172857142857,1.87143130513229,0.062770859031032,0.0890472422401559,-6.01920583305856,"IGFBP3","Not Significant","NS"
"11723775_a_at",-0.0953275510204078,6.29324642857143,-1.87138060929764,0.0627779179116947,0.0890546979372366,-6.01929934936007,"HSPA13","Not Significant","NS"
"11741857_a_at",-0.0545336734693876,2.45829540816327,-1.87133734231641,0.0627839429229586,0.0890606866348767,-6.01937916005999,"C3orf43","Not Significant","NS"
"11722890_a_at",0.0594765306122447,2.4319443877551,1.87089780043304,0.062845177295237,0.0891449886805657,-6.02018984242549,"SYNPR","Not Significant","NS"
"11749089_a_at",0.102736734693877,3.79188265306122,1.87066092504262,0.0628781979983951,0.0891892663454273,-6.02062665451502,"AGBL2","Not Significant","NS"
"11722692_x_at",-0.149571428571428,8.01822448979592,-1.87034757658467,0.0629219013404438,0.0892486937675673,-6.02120440542154,"HEY2","Not Significant","NS"
"11761034_at",-0.0525918367346937,2.88496224489796,-1.87014057431306,0.0629507862422937,0.0892870998409466,-6.02158602433418,"ELMOD3","Not Significant","NS"
"11738237_a_at",-0.0517071428571427,2.32883010204082,-1.87010353885497,0.0629559552998936,0.0892903092615085,-6.02165429673204,"GUCY1A3","Not Significant","NS"
"11741008_a_at",-0.0510275510204081,2.23016785714286,-1.87009845400644,0.0629566650223745,0.0892903092615085,-6.02166367020944,"RAB3B","Not Significant","NS"
"11720387_a_at",-0.241126530612245,6.87326734693878,-1.86999536789149,0.0629710548003393,0.0893081532470725,-6.02185369522115,"SDC4","Not Significant","NS"
"11759818_a_at",-0.131925510204081,6.71938520408163,-1.86968638205383,0.0630142025085659,0.0893667807221674,-6.02242320737041,"TAGLN","Not Significant","NS"
"11730859_a_at",-0.0423530612244899,2.15445408163265,-1.86944616875317,0.0630477636252116,0.0894118095105301,-6.02286589758159,"C11orf48","Not Significant","NS"
"11738701_s_at",-0.0538673469387752,2.41888673469388,-1.86936601106687,0.0630589660737198,0.0894251284570488,-6.02301360834123,"MRPS25","Not Significant","NS"
"11738898_a_at",-0.0423071428571427,2.19142193877551,-1.86933680135015,0.0630630486938265,0.0894283501634789,-6.02306743309402,"ZNF346","Not Significant","NS"
"11724124_a_at",0.112882653061224,4.4621862244898,1.86911953505474,0.063093422749631,0.0894688539326752,-6.02346776428451,"C4A /// C4B /// LOC100292046 /// LOC100294156","Not Significant","NS"
"11718570_at",-0.0751428571428568,2.53216224489796,-1.86902165171212,0.0631071109242252,0.0894856948462095,-6.02364810779911,"GNAQ","Not Significant","NS"
"11749476_x_at",-0.114244897959184,3.09939897959184,-1.86887096971852,0.0631281873869925,0.0895130110624483,-6.02392571148365,"PGPEP1","Not Significant","NS"
"11737868_x_at",-0.0531704081632651,3.30415357142857,-1.86855164166718,0.0631728723910271,0.089573800628862,-6.02451394292878,"PGPEP1","Not Significant","NS"
"11740017_a_at",-0.104985714285714,3.29358163265306,-1.8683796752649,0.0631969473301401,0.0896053642113721,-6.02483068056775,"AP3M2","Not Significant","NS"
"11751582_a_at",-0.0540071428571426,2.27809336734694,-1.86807377664563,0.0632397913854021,0.089663537475869,-6.02539403275945,"AP3M2","Not Significant","NS"
"11754543_s_at",0.0457071428571426,2.41035459183673,1.86787563405865,0.0632675560736817,0.0896986387083728,-6.02575889066315,"ENOX1","Not Significant","NS"
"11745685_a_at",0.11185612244898,2.98057704081633,1.86787117598887,0.0632681808765128,0.0896986387083728,-6.02576709928148,"KIF26B","Not Significant","NS"
"11753136_a_at",-0.0523591836734693,3.06284489795918,-1.86756720600857,0.0633107946864332,0.0897564778637631,-6.0263267528675,"HSP90AA1 /// HSP90AA2 /// HSP90AA4P","Not Significant","NS"
"11741001_s_at",-0.12164693877551,3.18145612244898,-1.86746281907302,0.0633254342915576,0.0897746554691372,-6.02651892434222,"TPM3","Not Significant","NS"
"11739500_a_at",0.0818295918367342,7.25242704081633,1.86716296194578,0.0633675030290084,0.0898317164104432,-6.02707088965437,"HDAC8","Not Significant","NS"
"11717659_at",0.0651438775510202,2.55625255102041,1.86702172039868,0.0633873267049447,0.0898572396994776,-6.02733085195339,"ZFP36L1","Not Significant","NS"
"11753432_a_at",-0.0390193877551019,2.28125459183673,-1.8669385451009,0.0633990030236441,0.0898686705840929,-6.02748393146839,"AIF1L","Not Significant","NS"
"11748993_a_at",0.0636387755102036,2.84447040816327,1.8669383547446,0.0633990297483051,0.0898686705840929,-6.02748428180103,"AIF1L","Not Significant","NS"
"11721615_a_at",-0.20654081632653,6.09807448979592,-1.86692068464863,0.0634015105440697,0.089869607638398,-6.02751680178024,"BACE1","Not Significant","NS"
"11731398_a_at",0.0426704081632652,2.2632862244898,1.86681131889187,0.0634168667640843,0.0898887946160113,-6.02771807150494,"FCRL6","Not Significant","NS"
"11743862_a_at",0.0815091836734692,4.84219642857143,1.8667962847576,0.0634189779728969,0.0898892071913867,-6.02774573847178,"ADORA2A /// CYTSA","Not Significant","NS"
"11748753_a_at",0.0519377551020407,2.36562091836735,1.86676896475899,0.0634228146070998,0.0898920652676567,-6.02779601427795,"METTL6","Not Significant","NS"
"11733950_at",0.200679591836734,3.34591836734694,1.86670347670038,0.0634320120900422,0.0899025211387236,-6.02791652621514,"GABRP","Not Significant","NS"
"11723358_s_at",0.0751581632653053,8.88886989795918,1.86667968955487,0.0634353531551783,0.0899046763164103,-6.02796029860494,"CCDC162","Not Significant","NS"
"11742297_a_at",-0.0615857142857145,3.50765408163265,-1.86654220070161,0.0634546672635258,0.0899294687484285,-6.02821329091006,"FLVCR2","Not Significant","NS"
"11742484_a_at",0.0503887755102039,2.67432193877551,1.86652044902215,0.0634577233364244,0.0899312191429252,-6.02825331437999,"DCAF7","Not Significant","NS"
"11752090_a_at",-0.105778571428571,4.50402704081633,-1.86629360935587,0.0634896012155715,0.0899738140443689,-6.02867067650107,"HSD17B1","Not Significant","NS"
"11755400_s_at",-0.100580612244897,8.71012193877551,-1.86627147264504,0.0634927128112559,0.0899756417473941,-6.0287114031958,"FLJ41350","Not Significant","NS"
"11743900_at",0.13864081632653,2.6873612244898,1.86624267113073,0.0634967614197112,0.0899787971499772,-6.0287643909699,"C3orf17","Not Significant","NS"
"11759954_at",0.0530071428571428,2.33719540816327,1.86622630474237,0.0634990621270872,0.0899794755597478,-6.0287945007881,"ITGA2B","Not Significant","NS"
"11762728_x_at",-0.0658877551020408,2.65468163265306,-1.86613811030541,0.0635114612673071,0.089994463206818,-6.02895675079772,"C10orf93","Not Significant","NS"
"11764137_at",-0.0493295918367346,2.20721887755102,-1.86607814579799,0.0635198927498065,0.0900038280639795,-6.02906706239447,"POU2F1","Not Significant","NS"
"11733572_at",0.138929591836734,2.269075,1.86586518585963,0.0635498441275947,0.0900436838928531,-6.02945879900452,"CLEC1A","Not Significant","NS"
"11726296_a_at",-0.054165306122449,2.44352755102041,-1.86583682935946,0.063553833164755,0.0900467524866477,-6.02951095710568,"SEC61A1","Not Significant","NS"
"11737333_at",-0.0459377551020406,2.12601785714286,-1.8656891481936,0.0635746115122422,0.0900736082893993,-6.02978258507255,"WDR67","Not Significant","NS"
"11723811_a_at",-0.0647653061224487,4.24035408163265,-1.86566396592195,0.0635781551552272,0.0900760448246042,-6.02982890041264,"REEP5","Not Significant","NS"
